2005-01-02,Facebook,FBAPCwat190514ZMIa1,1.5,2,0,0
2005-01-03,Facebook,FBAPCwrt190510ZMIb1,0,3,0,0
2005-01-04,Facebook,FBAPCwat190514ZMIa1,0,1,0,0
2005-01-05,Facebook,FBAPCwat190514ZMIa1,0,1,0,0
2005-01-06,Facebook,FBAPCwrt190510ZMIb1,6,6,0,0
2005-01-07,Facebook,FBAPCwat190514ZMIa1,36,31,0,0
2005-01-08,Facebook,FBAPCwat190514ZMIa1,73.5,132,1,0
2005-01-09,Facebook,FBAPCwrt190510ZMIb1,238.5,428,1,0
2005-01-10,Facebook,FBAPCwat190514ZMIa1,4.5,11,0,0
2005-01-11,Facebook,FBAPCwat190514ZMIa1,10.5,36,0,0
2005-01-12,Facebook,FBAPCwrt190510ZMIb1,1.5,7,0,0
2005-01-13,Facebook,FBAPCwrt190509ZMIc1,1.5,3,0,0
2005-01-14,Facebook,FBAPCwat190514ZMIa1,24,26,0,0
2005-01-15,Facebook,FBAPCwrt190510ZMIb1,148.5,233,0,0
2005-01-16,Facebook,FBAPCwrt190509ZMIc1,1.5,1,0,0
2005-01-17,Facebook,FBAPCwat190514ZMIa1,0,4,0,0
2005-01-18,Facebook,FBAPCwrt190510ZMIb1,45,84,0,0
2005-01-19,Facebook,FBAPCwrt190509ZMIb1,0,1,0,0
2005-01-20,Facebook,FBAPCwat190514ZMIa1,102,115,1,0
2005-01-21,Facebook,FBAPCwrt190510ZMIb1,9,18,0,0
2005-01-22,Facebook,FBAPCwrt190509ZMIb1,0,1,0,0
2005-01-23,Facebook,FBAPCwat190514ZMIa1,45,40,0,0
2005-01-24,Facebook,FBAPCwrt190510ZMIb1,6,11,0,0
2005-01-25,Facebook,FBAPCwrt190320ZMIb1,1.5,2,0,0
2005-01-26,Facebook,FBAPCwat190514ZMIa1,15,17,0,0
2005-01-27,Facebook,FBAPCwrt190510ZMIb1,1039.5,1256,12,0
2005-01-28,Facebook,FBAPCwrt190320ZMIb1,3,6,0,0
2005-01-29,Facebook,FBAPCwrt190509ZMIb1,0,1,0,0
2005-01-30,Facebook,FBAPCwrt190510ZMIb1,1.5,12,0,0
2005-01-31,Facebook,FBAPCwrt190320ZMIb1,447,641,7,1
2005-02-01,Facebook,FBAPCwrt190509ZMIb1,1.5,1,0,0
2005-02-02,Facebook,FBAPCwrt190510ZMIb1,10.5,9,0,0
2005-02-03,Facebook,FBAPCwrt190320ZMIb1,10.5,17,0,0
2005-02-04,Facebook,FBAPCwrt190509ZMIa1,4.5,6,0,0
2005-02-05,Facebook,FBAPCwrt190510ZMIb1,609,816,5,0
2005-02-06,Facebook,FBAPCwrt190320ZMIb1,7.5,11,1,0
2005-02-07,Facebook,FBAPCwrt190509ZMIa1,6,5,0,0
2005-02-08,Facebook,FBAPCwrt190510ZMIb1,78,125,0,0
2005-02-09,Facebook,FBAPCwrt190320ZMIb1,574.5,594,2,0
2005-02-10,Facebook,FBAPCwrt190509ZMIa1,28.5,19,0,0
2005-02-11,Facebook,FBAPCwrt190510ZMIb1,6,9,0,0
2005-02-12,Facebook,FBAPCwrt190320ZMIb1,58.5,53,0,0
2005-02-13,Facebook,FBAPCwrt190509ZMIa1,6,5,0,0
2005-02-14,Facebook,FBAPCwrt190510ZMIb1,6,11,0,0
2005-02-15,Facebook,FBAPCwrt190401ZMId1,13.5,19,0,0
2005-02-16,Facebook,FBAPCwrt190509ZMIa1,19.5,17,0,0
2005-02-17,Facebook,FBAPCwrt190510ZMIb1,985.5,944,13,0
2005-02-18,Facebook,FBAPCwrt190401ZMId1,3,9,0,0
2005-02-19,Facebook,FBAPCwrt190509ZMIa1,0,1,0,0
2005-02-20,Facebook,FBAPCwrt190510ZMIb1,27,21,0,0
2005-02-21,Facebook,FBAPCwrt190401ZMId1,0,2,0,0
2005-02-22,Facebook,FBAPCwrt190320ZMIb1,3,2,0,0
2005-02-23,Facebook,FBAPCwrt190510ZMIb1,6,9,0,0
2005-02-24,Facebook,FBAPCwrt190320ZMIb1,1.5,4,0,0
2005-02-25,Facebook,FBAPCwrt190510ZMIb1,846,882,9,0
2005-02-26,Facebook,FBAPCwrt190320ZMIb1,309,651,0,0
2005-02-27,Facebook,FBAPCwrt190510ZMIb1,109.5,122,1,0
2005-02-28,Facebook,FBAPCwrt190320ZMIb1,0,5,0,0
2005-03-01,Facebook,FBAPCwat190401ZMId1,0,1,0,0
2005-03-02,Facebook,FBAPCwrt190320ZMIb1,1.5,1,0,0
2005-03-03,Facebook,FBAPCwat190401ZMId1,3,29,0,0
2005-03-04,Facebook,FBAPCwrt190320ZMIb1,94.5,205,0,0
2005-03-05,Facebook,FBAPCwat190401ZMId1,1.5,15,0,0
2005-03-06,Facebook,FBAPCwrt190320ZMIb1,33,82,0,0
2005-03-07,Facebook,FBAPCwat190401ZMId1,85.5,831,0,0
2005-03-08,Facebook,FBAPCwrt190401ZMId1,7.5,17,0,0
2005-03-09,Facebook,FBAPCwat190401ZMId1,0,2,0,0
2005-03-10,Facebook,FBAPCwrt190401ZMId1,10.5,16,1,0
2005-03-11,Facebook,FBAPCwat190401ZMId1,0,12,0,0
2005-03-12,Facebook,FBAPCwrt190401ZMId1,0,1,0,0
2005-03-13,Facebook,FBAPCwat190401ZMId1,129,950,2,0
2005-03-14,Facebook,FBAPCwrt190321ZMIc1,114,58,0,0
2005-03-15,Facebook,FBAPCwat190401ZMId1,25.5,193,0,0
2005-03-16,Facebook,FBAPCwrt190321ZMIc1,1.5,1,0,0
2005-03-17,Facebook,FBAPCwat190509ZMIa1,3,12,0,0
2005-03-18,Facebook,FBAPCwrt190321ZMIc1,45,46,2,0
2005-03-19,Facebook,FBAPCwat190509ZMIa1,0,10,0,0
2005-03-20,Facebook,FBAPCwrt190321ZMIc1,49.5,48,0,0
2005-03-21,Facebook,FBAPCwat190509ZMIa1,211.5,1749,4,1
2005-03-22,Facebook,FBAPCwrt190321ZMIc1,0,1,0,0
2005-03-23,Facebook,FBAPCwat190509ZMIa1,7.5,37,0,0
2005-03-24,Facebook,FBAPCwrt190321ZMIc1,4.5,1,0,0
2005-03-25,Facebook,FBAPCwat190509ZMIa1,0,19,0,0
2005-03-26,Facebook,FBAPCwrt190321ZMIc1,39,41,1,0
2005-03-27,Facebook,FBAPCwat190509ZMIa1,156,1346,7,0
2005-03-28,Facebook,FBAPCwrt190321ZMIc1,6,6,0,0
2005-03-29,Facebook,FBAPCwat190509ZMIa1,21,147,0,0
2005-03-30,Facebook,FBAPCwrt190321ZMIc1,13.5,26,0,0
2005-03-31,Facebook,FBAPCwat190509ZMIc1,0,7,0,0
2005-04-01,Facebook,FBAPCwrt190321ZMIc1,4.5,13,0,0
2005-04-02,Facebook,FBAPCwat190509ZMIc1,0,6,0,0
2005-04-03,Facebook,FBAPCwrt190321ZMIc1,1.5,4,1,0
2005-04-04,Facebook,FBAPCwat190509ZMIc1,37.5,260,0,0
2005-04-05,Facebook,FBAPCwrt190401ZMIb1,1.5,2,0,0
2005-04-06,Facebook,FBAPCwat190509ZMIc1,0,4,0,0
2005-04-07,Facebook,FBAPCwrt190401ZMIb1,0,2,0,0
2005-04-08,Facebook,FBAPCwat190509ZMIc1,0,7,0,0
2005-04-09,Facebook,FBAPCwrt190401ZMIb1,1.5,1,0,0
2005-04-10,Facebook,FBAPCwat190509ZMIc1,36,299,0,0
2005-04-11,Facebook,FBAPCwat190509ZMIc1,9,106,0,0
2005-04-12,Facebook,FBAPCwat190509ZMIb1,0,1,0,0
2005-04-13,Facebook,FBAPCwat190509ZMIb1,3,42,0,0
2005-04-14,Facebook,FBAPCwat190509ZMIb1,0,24,0,0
2005-04-15,Facebook,FBAPCwat190509ZMIb1,0,1,0,0
2005-04-16,Facebook,FBAPCwat190509ZMIb1,169.5,1474,1,0
2005-04-17,Facebook,FBAPCwat190509ZMIb1,0,18,0,0
2005-04-18,Facebook,FBAPCwat190509ZMIb1,1.5,18,0,0
2005-04-19,Facebook,FBAPCwat190509ZMIb1,175.5,1420,0,0
2005-04-20,Facebook,FBAPCwat190509ZMIb1,37.5,236,0,0
2005-04-21,Facebook,FBAPCwat190321ZMIc1,0,1,0,0
2005-04-22,Facebook,FBAPCwat190321ZMIc1,12,47,0,0
2005-04-23,Facebook,FBAPCwat190321ZMIc1,3,28,0,0
2005-04-24,Facebook,FBAPCwat190321ZMIc1,192,1538,1,0
2005-04-25,Facebook,FBAPCwat190321ZMIc1,3,22,0,0
2005-04-26,Facebook,FBAPCwat190321ZMIc1,6,22,0,0
2005-04-27,Facebook,FBAPCwat190321ZMIc1,201,1823,3,0
2005-04-28,Facebook,FBAPCwat190321ZMIc1,33,229,0,0
2005-04-29,Facebook,FBAPCwat190516ZMIa1,0,3,0,0
