id,ad_name_lpid,cpc,cpm,ctr,sumclick,sumcost,sumimpression,date_fb
3003,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2005-01-02
3004,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2005-06-10
3005,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2005-07-06
3006,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2005-08-02
3007,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2005-12-12
3008,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2006-01-06
3009,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2006-02-02
3010,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2006-04-01
3011,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2006-07-05
3012,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2006-08-03
3013,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2006-10-28
3014,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2006-11-01
3015,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2007-01-31
3016,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2007-02-02
3017,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2007-03-03
3018,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2007-04-02
3019,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2007-05-31
3020,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2007-06-02
3021,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2007-08-28
3022,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2007-09-01
3023,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2007-10-11
3024,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2007-12-30
3025,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2008-01-01
3026,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2008-02-23
3027,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2008-03-02
3028,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2008-04-07
3029,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2008-05-02
3030,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2008-07-27
3031,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2008-09-10
3032,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2008-10-16
3033,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2008-11-13
3034,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2008-12-01
3035,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2009-02-10
3036,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2009-03-25
3037,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2009-04-02
3038,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2009-06-14
3039,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2009-07-02
3040,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2009-09-14
3041,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2009-10-30
3042,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2009-11-01
3043,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2010-01-17
3044,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2010-02-02
3045,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2010-03-02
3046,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2010-04-01
3047,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2010-05-01
3048,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2011-01-14
3049,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2011-02-03
3050,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2011-03-03
3051,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2011-04-01
3052,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2011-05-02
3053,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2012-02-01
3054,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2012-03-01
3055,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2012-04-02
3056,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2012-05-03
3057,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2012-06-04
3058,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2013-03-13
3512,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2005-01-02
3513,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2005-06-10
3514,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2005-07-06
3515,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2005-08-02
3516,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2005-12-12
3517,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2006-01-06
3518,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2006-02-02
3519,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2006-04-01
3520,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2006-07-05
3521,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2006-08-03
3522,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2006-10-28
3523,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2006-11-01
3524,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2007-01-31
3525,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2007-02-02
3526,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2007-03-03
3527,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2007-04-02
3528,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2007-05-31
3529,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2007-06-02
3530,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2007-08-28
3531,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2007-09-01
3532,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2007-10-11
3533,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2007-12-30
3534,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2008-01-01
3535,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2008-02-23
3536,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2008-03-02
3537,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2008-04-07
3538,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2008-05-02
3539,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2008-07-27
3540,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2008-09-10
3541,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2008-10-16
3542,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2008-11-13
3543,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2008-12-01
3544,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2009-02-10
3545,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2009-03-25
3546,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2009-04-02
3547,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2009-06-14
3548,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2009-07-02
3549,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2009-09-14
3550,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2009-10-30
3551,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2009-11-01
3552,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2010-01-17
3553,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2010-02-02
3554,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2010-03-02
3555,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2010-04-01
3556,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2010-05-01
3557,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2011-01-14
3558,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2011-02-03
3559,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2011-03-03
3560,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2011-04-01
3561,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2011-05-02
3562,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2012-02-01
3563,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2012-03-01
3564,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2012-04-02
3565,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2012-05-03
3566,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2012-06-04
3567,FBAPCwat190514ZMIa1,0.0,0.0,0.0,0,0.0,0,2013-03-13
