id,ad_name_lpid,cpc,cpm,ctr,sumclick,sumcost,sumimpression,date_fb
3369,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2005-04-21
3370,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2005-10-24
3371,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2006-04-14
3372,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2006-11-06
3373,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2007-06-11
3374,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2007-12-31
3375,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2008-01-02
3376,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2008-07-28
3377,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2008-08-01
3378,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2009-02-03
3379,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2009-09-13
3380,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2010-04-12
3381,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2010-05-02
3382,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2011-04-03
3383,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2011-05-01
3384,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2012-04-08
3385,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2012-05-02
3878,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2005-04-21
3879,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2005-10-24
3880,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2006-04-14
3881,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2006-11-06
3882,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2007-06-11
3883,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2007-12-31
3884,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2008-01-02
3885,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2008-07-28
3886,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2008-08-01
3887,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2009-02-03
3888,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2009-09-13
3889,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2010-04-12
3890,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2010-05-02
3891,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2011-04-03
3892,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2011-05-01
3893,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2012-04-08
3894,FBAPCwat190321ZMIc1,0.0,0.0,0.0,0,0.0,0,2012-05-02
