id,ad_name_lpid,cpc,cpm,ctr,sumclick,sumcost,sumimpression,date_fb
3458,FBAPCwrt190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2010-01-20
3459,FBAPCwrt190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2010-02-01
3460,FBAPCwrt190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2011-01-16
3461,FBAPCwrt190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2011-02-01
3462,FBAPCwrt190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2012-02-03
3463,FBAPCwrt190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2012-03-02
3464,FBAPCwrt190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2013-02-18
3465,FBAPCwrt190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2013-03-02
3967,FBAPCwrt190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2010-01-20
3968,FBAPCwrt190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2010-02-01
3969,FBAPCwrt190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2011-01-16
3970,FBAPCwrt190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2011-02-01
3971,FBAPCwrt190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2012-02-03
3972,FBAPCwrt190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2012-03-02
3973,FBAPCwrt190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2013-02-18
3974,FBAPCwrt190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2013-03-02
