id,ad_name_lpid,cpc,cpm,ctr,sumclick,sumcost,sumimpression,date_fb
3474,FBAPCwat190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2010-04-30
3475,FBAPCwat190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2010-05-04
3476,FBAPCwat190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2010-06-01
3477,FBAPCwat190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2010-07-02
3478,FBAPCwat190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2011-05-04
3479,FBAPCwat190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2011-06-01
3480,FBAPCwat190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2011-07-02
3481,FBAPCwat190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2012-05-21
3482,FBAPCwat190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2012-06-02
3483,FBAPCwat190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2012-07-02
3484,FBAPCwat190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2012-08-01
3983,FBAPCwat190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2010-04-30
3984,FBAPCwat190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2010-05-04
3985,FBAPCwat190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2010-06-01
3986,FBAPCwat190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2010-07-02
3987,FBAPCwat190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2011-05-04
3988,FBAPCwat190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2011-06-01
3989,FBAPCwat190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2011-07-02
3990,FBAPCwat190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2012-05-21
3991,FBAPCwat190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2012-06-02
3992,FBAPCwat190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2012-07-02
3993,FBAPCwat190527ZMIf1,0.0,0.0,0.0,0,0.0,0,2012-08-01
